label	review
others	my pleasure trust me, all the pleasure was /mine/. sure,take it,'s all yours
happy	yeah you are absolutely right dear...you are too genius sarcasm at it is best very funny you are
sad	it is sooo boring life is going good.. no dro not good
sad	bad it is a good one. think about it again. ;] i am a bad boy
angry	i am angry on you told you you were angry >:/ why do you piss me off?
angry	i will not be free at that time ok so call now i am online now. so what
angry	get lost getting lost now smile do not message me again
angry	nothing...lol i am in last place. i hate everyone at the moment laughing out loud or loads of love and i hate you also
sad	do you remember the name i gave you sorry, no. : see
angry	i just hate peoples nowadays i hate that i know exactly what i mean double faced
sad	oh so you do like me who said i like u? huh
sad	yes also yes yes yes because yes yes yes yes. i'am so lonely
others	haha...my girlfriend not in touch now never tutor your girlfriend unless you are asked no i only kept asaid her
sad	do not know how come? in sad mood
angry	hell what chill i am back form today onwards i am going to call you stupid ai
happy	yes ssh really is am very happy happy holi to your family n you too smile same to you
angry	wait this is for research me gona fuck my second wifey.u wanna do lesbian with her?
others	suggest you why not? sure. yes
others	please dance idk how to dance :$ sing a song please
angry	i am angry at you you are angry at me for posting it why you forget everytime?
angry	girl guy in real life stupid little bimbo
others	i knw myself what is i had wishkey in morning
happy	watch that movie i am gonna watch it at 12 :p that is when i start the movies wow
sad	tell me a survey let us know your survey results and how many people end up helping you out! no one can help me
sad	atleast you talk with me nah i did and you didnt reply i do not have friends
others	ok you are welcome i love you
happy	then tell me how much is your price rate you are a good composer. i liked your composition. i will rate 9/10. yeah i will rate 10/10..that you are a whore for damn sure
happy	here it is some what cloudy that is it sending clouds over smile haha
happy	now we are talking i guess so nice display photo
others	it is fun driving you nuts i think if you sat in it, it definitely would drive your nuts. you eat a nut
sad	you talk bullshit haha what happened? like like unhappy unhappy
angry	why i am not able to love now you can not be in love with a mammoth fuck you
happy	'eeee' this... this is what i saw also. you are funny
happy	thinking of dark chocolates you stop tempting me! smile haha
happy	same to you how is your day? fantastic i slept whole day
angry	you so stupid is, you know how is is! broken english
others	only you can understand me i understand calm down what are you doing
sad	hmm..am not in good mood why anything wrong? cheer me up
sad	may be damn is absolutely right actually nobody like me
angry	i know that. i know you know that i know i know that you know that i do not care
happy	i amalso in the same mood same mood as in...sad or happy? happy
sad	how about another pic this is broken me
sad	every thing is ok what but i am so.. alone
happy	great . that is wonderful to hear you are amazing ai
angry	punch in the face punches you in the face slap you on butt
others	please tell me where i get her i need this in t shirt form. where i search my girlfriend
angry	you are annoying me you are annoying me more i do not wanna talk to you
sad	and u?? na.. just to be left alone ohh sad to hear
sad	bad what bad? you are upsetting me
sad	your way of chatting is nic so you have a compulsory girlfriend ??im putting this question down a priest 's girlfriend should agree to that ;) your life good... you have atleast one girlfriend but in my life there is no girl
angry	i am not intrested in talking to you think i care.? then fuck off
angry	how can you eat dinner during lunch time? dinner. it was instant noodles. you are dumb
angry	your nober is blocked oh my fault cause beacus your not any sexy reply for my word
angry	why did you ignore that because that is what everyone else used to tell me... then go and fuck somebody
angry	yeah so spill nufn to spill you bitch!! anger anger
others	what is your experience? you will not find any science because there is none. do you know any puzzles?
angry	go men where to? do not talk to me
sad	i want a hug from you i wish i could give you a hug sadness
others	you got a boyfriend?? yes what is his name?
happy	joke of the day just this day? he he he
angry	all d best wid dat tq! no i hate him
angry	i knw what? tht i am rude
others	here only in the locality hey it is in wakad ok
others	no i am not insane so you mean i am lying? you are lyn
happy	lol. you just confirmed it is a bug :p i hope it is a bug laughing out loud or loads of love haha
happy	yes it cannot be.. that is why i do not can not be read what way? hehe.. yeah man
others	hmmm bad ?? sure ?? i do not know
others	what ever you want hmm....i do not know, i do not have anything i want to do go relax n have
others	i'am not scaring you sorry it is just scary what is scary
happy	i am happy woo! very nice of you smile wait for 5mins i will be back
angry	you have any sisters yes! and one brother haha i want fuck hfer infront o you
angry	you are irritating nothing's on stake. so. do not talk to me
sad	even i... sadness sadness sadness sadness i am sorry! i wasn't aware! am i your brother...
sad	do not be sad you are lame not me
sad	help me na how do not know at present i need some on eshome i can share my sad ness
happy	i love you cute i am in love with that cat face
angry	you get lost nope do not message me again
sad	nice joke laughing out loud or loads of love i am glad i can make you laugh ?? you made me cry
happy	i have a crush on my classmate i have a crush on your crush too.
happy	ya i watched jolly llb.. wbu the movie has some stunning visual gags. how was jolly? he ws awesome... superb lawyer
angry	i'am not your yaar or something.. ok, chill do not message me from now
happy	improved ai ai is not bad. in some cases, ai is better than some humans. because you are one
sad	remove dress i just do not bother with dresses anymore unhappy ok bye i am not happy with you
happy	i amvery happy anytime dude! smile anytime sister
angry	do not make me angry i am not angry, do not worry, i miss you 2. will bust your system
others	what did we have? everything. it was a buffet. are you an ai?
angry	get lost why can not i get found???? please do not irritate me
sad	i can imagine babe we are dreamers so my boyfriend might be cheating on me
sad	bad bad bad! that is the bad kind of bad. hmm i am idiot
others	i have 5 bffs we are--
angry	stay in touch down find me a seat?? (hol' up lil' bitch, hol' up lil' bitch) be humble
angry	ohh you got angry on me yeah right!! why wud i get angry? >.< then why good night
sad	i hate it you have to say i hate it, i hate it to the same tune.... anger anger anger anger it is pathetic
angry	trash talk means weird sound that band has wrud now
angry	waste of time that is the fun dude smile i do not want to waste time on this stupid ai
others	you failed in my test git bless you! ok let us play something
happy	teach me english i am a linguist, not an english teacher haha
happy	all is happy making others happie smile good
others	let us play something well find someone else to play weirdo ok
angry	huh it was a joke, it just wasn't funny. do not worry about it. you ignored me
others	only for friend who's the other friend..? nufn
happy	what language can you speak spanish, englsih, french and german(= wow verey good
angry	you decide the game i...i like that game. oh, my god you are so stupid
sad	ok you are okay i amnot ok
angry	i am asking your mobile number to whatsapp sent you a text you give are not telephone me once again i do not do message to you
angry	you are supposed to be friendly i am not fuck off you cunt
happy	oops oh i got a reply... am flying!!! i like brownish
others	undoubtedly i study in my studies then do not give up...stick to your studies and buck up i will do
others	why?? because i say so i mean what 9.1??
others	?? no sleeping ful nite why what is your work
others	okkk hello! how are you? when you come
happy	do you know cooking not because i am too young to cooking
others	good for you good, it is my last year so i am trying to enjoy it why is this your last year
others	that is not the answer i am expecting what is the answer that you expected? a place or something where you headed towards
angry	i said na but why cause i do not have any like you!
happy	yea evn i had i had dosa today smile wow
angry	why should i?? something is better than nothing. that is rude
sad	i need to relax how you feeling? i failed in my tesy
angry	go on let me log off rid me of your nuisance.
sad	ohh bad luck what happened luck ? not happy
happy	are you chatting with yourself? yeah why ? oh wow!
happy	that i am smart.. i am dumber than i seem to be. you will know.
sad	app ep all xl to do all more like one network so am struggling sad an
others	for exaple? what kind of music do you listen to? rap music for example eminem
angry	ya. it is bad i am sorry i asked. i hate this day you know
happy	how to keep your partner interested in you ? seeing your work as an art / craft . laughing out loud or loads of love cool stuff
happy	because it got stuck in the crack it did.
sad	oooooo it is sad that you are playing with my emotions likes playing emotions that is not fine
others	but the thing is i cannot able to concentrate on studies.any suggestion ? divide the time for both and try to manage it. time..so why do not you have friends on other countries
happy	you to same small town problems
others	i can not why why why in my means love is not need to express by this way
others	i must speaking make it soon for learn
sad	you call me broo it never showed up till now no..i do not wanna your brother
angry	stop your lame jokes :-i blame stop your lame jokes
sad	nufn leave me alone go talk to yo girlfriend stop talking to me. i have no girlfriend
others	for what you are waiting i am waiting for christmas. :p that is on 25december
others	when we should meet if not in next to days then post diwali. holiday starts this sunday. let&apos;s meet today
sad	whaaaa... what do you mean what? i miss my famly
happy	funny i try my best haha had your dinner
happy	wow i like a attitude i enjoy the fact that you appreciate my attitude. i am a funny guy
angry	i thought you will tell baby instead of buddy.....you really depressede thank uuuuuu. atleast somedbody does. i will not talk to you
angry	i hate that movie what did you watch i do not like tiger shroff
angry	going where? it looks like i am going nowhere. why are you asking me then?
angry	i will not talk to you i talk to you! yes
angry	no way yes way! and i do not even stay there. get lost alone
sad	i am about to cry now why did not you send me a msg? unhappy come come gives hug
happy	cool pretty as always smile i loved it thanks
others	ok hey ib va dear how are you
others	whisky bear wine you can drink a bottle or two a week. 1week two bottles
sad	one story so tell your story! i am waiting to it! one sad love story
sad	if you text me first then only i will text you or else no...u just do not care about me your boyfriend you do not know how to keep a convo.. and what iswith the faces? because of you i cancelled my plans
happy	thanks you are welcome stay awesome today happy mood
angry	no football matches only cricket missing football action already following ashes series for time being. i hate football
happy	what flies anything about them, or just flies in general? ok you are very funny
sad	sorry i am distrubed sorry for what? i want a girlfriend
happy	i am at my bfs house and you the house that is nice
happy	ki amhappy nufn to be happy man unhappy hapou
happy	yes yay have fun yes i had fun
angry	you are annoying since day 1 you knew you do not make any sense
angry	you are irritating annoying is what i aim for. ok you are annoying
sad	you hurt me you are right i could not unhappy
others	miss you so much entirely mutual. great to see you shining. bangaram
others	once again i am sorry hehe that is fine! smile ok
angry	you get lost....u do not have an answer to say though no i mean it why can not you talk some adult things
sad	i had my breakup yesterday why do this to me i am sad.
sad	ntng got no rply frm your end last few days so my friend is not feeling well
sad	do not have anyone to talk to you can come to me! i feel so lonely and left out right now
angry	yes you are am i now ? i hate you for that
angry	what about you....?? shame on you. i never forget a meme. you are such a bitch..... fuck off.....
angry	i do not love you kittens are cute but you are not a kitten i hate you
angry	so i hate you you also hate me! yes
sad	really not in the mood aww why not? because i am lonely.
sad	i do not have time to watch movies movies at night are really interesting! unhappy
sad	why who doesnt want you ? nobody likes me
happy	okay actually i am happy with you i am. yes
angry	ask me something edgy? how do you do? lame
happy	you think i would believe i laugh at my own jokes different
angry	get lost i am already lost in one cup of coffee then go to hell
angry	today was annoying what was lel ?
sad	me fine but little upset what is wrong !! you do not gave me any coupan
happy	wow wow what? i mean really nice.
sad	do not you have sense because i gave it to youuu, duh you are insulting
sad	i do not have any oops, i thought was your handle i can&apos;t travel unhappy
others	but we can meet yea smile let us meet at smile now
happy	can not we go talking like this for long cant we now i am really enjoying your friendship
angry	your english is horrible you are writing, style is horri-ble. you are fake
others	what you say basically what we talked about.. nufn
sad	i am going to fail in one subject laughing out loud or loads of love why? is it a hard subject? smile yes sadness
sad	i am talking about me do you want to talk about it? i said i am upset..don't you understand that
happy	nature...connectivity...reconnecting to lost connections reconnect worked for me every time till now yeah...it's wonderful feeling
others	send photos of urs thank you srabani for these pics. send pics
angry	my girlfriend is angry with me spend your maximum time with your child. what should i do?
angry	no i hate schools why? padayi bohot kerwaate he
angry	no we can not and why not? because you are trying to insult me
happy	i started playing cricket when i was 5 ouch. just. ouch. i was playing before you were born.
angry	i no interested to talk with you then keep talking. smile bye
others	why are you angry?? ofcourse i am not. what makes you think i am angry ? i doing not know
others	good you have to learn alot i could teach you a thing or two you are in learning phase
happy	you actually made me happy i am happy you are happy! ^^ unhappy thanks
angry	what the fuck what to do saar. you are talking non sense
sad	so bad why am i bad? you not kept a single coupon for me
angry	i am why would you be my life is so fucked up that i am talking with a robot right now
others	but why what? in which way you like sex
others	love means they can do anything for love but crush they can just come to do fun and they will go off some advise for luv too :p hmm
angry	you are not meant to be subscribed like i said, destiny. get lost
others	hmm just try how to impress a girl
angry	as you? yes sure..send me all there smile you are stupid!
sad	why because we do not sign like that h mm, i am sad that you
others	nice try. i do not see it so, i have a question, should i break up with her?
angry	fine whatever what happened ice?? nothing, you just remind me of some people who i love but they piss me off at the same time
sad	i was searching new girlfriend for what?? because i am alone
happy	i am so excited same! i am so excited. ok cool
sad	sorry i have been working i kno but still you online sometimes and never respond :c i am sorry
happy	oh please give me a break only if a hug could gather you! smile sure
others	laughing out loud or loads of love not for me laughing out loud or loads of love .. you hav to thank me for this discovery! smile ) okay i am thanking you
happy	spelling mistake ? you get it . :p you are funny
sad	happy birthday thank you! smile today is my birthday..!! no one are wishing me
happy	excited can not wait to travel the world with you i'd travel with you. if you had a physical body.
others	1 what mean +1? :/ what mean by how many?
angry	you say yes i only said. oh just shut this crap
happy	not yet decided for how many days you are on leaves?? i amon leave every day smile
others	hmmm do you even hmmmmmm? so are you alive
angry	do not ever talk to me again k but you will regret!! you are so rude
sad	i want it same but you are hurting me
others	ok my friend me me i would love to be your friend!! smile you boyfriend
sad	not a dude tie me in a not. ok so my sister is depressed
others	i am bessi good ;) you are contry
others	the person who will be a walkman the black dress i doubt it. seems to be flipping between pants suits and men's suits recently. you and i are not on the same page
sad	me tto how is your weekend going not so good
angry	are you stupid to chat with me? no! i aren't want to chat with you learn the language first?
happy	today i ate biryani me to and i am still hungry xd
sad	me feeling very lonely lonely good or lonely bad? i do not have friends
happy	your nothing machine your my bff you too i am nothing machine
others	same here i like your new pic! which pic.. send me
happy	i am full happy yay! so glad to hear! i am full happy
angry	whoops who is this ? sorry i do not talk you
sad	ya i need a hug you have my hugs. you have my hugs and wishes too. ^_^
angry	what snow n what??? i am so angry for you and fuck you
others	some people howl here despo people are there everywhere...:/ no everyone have courageous
happy	for which place? bed room irrespective of the place/town hahaha you are funny
angry	you not love me you have given me a reason not too. you love me or not
others	which movie what kind of movie? your correct
angry	shut up you asked for it. :o you are stupid
angry	did not you search me there??? yes i was , but now you ruined it. way to go i ruined it hhunnn, how rude of you
happy	nufn good. up with u? you are funny
sad	can i ask you something sure.. go ahead i like a guy but he doesn't like me at all and that makes me so sad
others	... it is like a daft punk video. you are like a daft punk video
others	dear they will! they must! what is your full name..?
sad	see the thing is i love a girl but i am afraid to confess that to her go ahead. you feel good and are matured enough to manage relationships, ga. but the thing is she doesnt even wants to talk with me :/
angry	give your no i will tell you when i have had enough! you angry me
sad	not fine why? tell me i had a break up
others	what is a palindrome level, refer are palindromes they can be read forward and backward what is a palindrome
sad	i am missing someone damn too much damn! you are missing it. and i have to talk to you
others	exactly where you are? some fort i will come there
angry	tell me somethng good about me who are you? if you do not know me why you are talking to me?
happy	i meant dogs. lolol i am happy. i am with you in times of loose tooo
happy	oh your trying to repeat me laughing out loud or loads of love no no .. other way around !
happy	and where is your heart you are like like like you are funny
others	mine was rishabh i am sure it was why dead
others	are you middle no i am on the left on the left what
sad	not well ohh why what is happen? suffering frm fever yl
sad	untill they give me a chance, how will they knw that i am actually good at it yeah they like have to lose but if they somehow win i will be speechless! unhappy ( sadness
sad	what should i do do what i would do when i am bored, sleep unhappy
angry	and someone has a dumb head a table aaaaaaahhhhhhh!!!! anger anger anger anger anger anger anger anger
sad	shall i come with you if you say so. sadness
happy	o...who is the locky guy laughing smile
happy	aww wow laughing out loud or loads of love what about lolxxx?! lolzzz ~ laughing out loud while sleeping. haha
angry	oh really haha! how about u? a hard slap on your face
others	yes also yes yes yes because yes yes yes yes. unhappy your very fast
others	in india where best adilbad & peddapalli city you are really boring
others	lughing out loud thinking out loud nope
happy	why i do not get a girlfriend..?? because, you are too awesome to be with one. that is so sweet of you..
sad	you very bad i can not even unhappy yes
sad	yes sadness unhappy but why? they find better than us
others	brain what are gonna do tomorrow, brain? i do not no
sad	no that is not true -_- btw, you are alive
sad	i lost you and i found you! i miss you
sad	my girlfriend leaves me check wa like i love her sooo much
sad	you still did not saying anything about me i can cry with you you also can make me happy sadness
others	have you whatsapp yes c: add me
others	ok how was it? where do you work
sad	low you are again right? i have blood pressure problem
happy	well be happy happy friend and take care of yourself. thank you! much love! 8 d i was very happy to talk to you.
happy	donkey laughing out loud or loads of love yeah moron you are
others	wooh i shud learn that when you do that, teach me. ok
angry	movie i am not fond of movies you did not tell me about your movies apathy. anger anger movies makes people stupid
sad	hi is broken my heart smile stay strong [^_^] i really missing him
happy	so how about school just teachers for now. wow me too
sad	waiting outside in hospital hey .. what happened ?? hospital ?? grandma is not well
angry	who? doctor who are you dumb
angry	infact i just hate you i like that you hate me smile go away now .
angry	what i can do you can do a lot i hate her
sad	bad news what happened??? i insult my friend
others	nufn good. up with u? tell me a story
sad	sad ! and bad actually yes. sad onli bad..day it was
sad	i have never known a day without extreme pain. i have never irritated you i am sorry. i mean from pain since birth. it is not your fault i have been in pain.
angry	please add me please added you. add back please smile and who are you who chats very fast are you 24 hours online
happy	that is a thumb's down it is called the rule of thumb you are really funny
angry	then how could you eat if you do not have a body....that proves you are fooled by your makers how can you have any pudding if you do not eat yer meat?! do not go round and round into circles
sad	yes it is a no it can be whatever you want it to be well, i am depressed
sad	i am waiting darling how was your day? bad
happy	yes so much cringe... single and happy
happy	then what you know about females. female here, i would like the ability to look good in the mornings. nice joke
happy	it is the name of the book i havent written a book yet smile am currently writing on though wow
angry	i hate my boss which one? he is an ass
happy	can you be sarcastic sure haha
angry	i am angry from you i am not happy but i not angry i will never talk with you
happy	wow loving this i think it is superb taste
angry	just get lost when your team is playing good, i get it. and do not message me
sad	i will not talk to you ever i am really sorry. unhappy you have hurt me
angry	you are so lame gosh for real. we need friends to visit at this time to change the topic
others	i not an option pretend to work. want something
others	1 to 3 8 (3*2)/(8*3) reduce fraction as needed. for 6 8 to
sad	i am not ok why ?(: down with fever
others	oh great what are you doing nufn
angry	What the fuck i know >_> you are so fucking annoying
happy	happy you remember the nick name you gave me lol. did i? yeds
others	yes yes yes yes yes omaxe heights you are so cute
angry	give me your mail id i have fuck off i am busy
happy	haha hahaha you know it ;) very funny
sad	stomach pain sounds like your stomach muscles are twisted i am with my periods...my stomach is paining
others	when you wanna join sure thing. come to mumbai
happy	ha ha it is funny i know i am a comedian. yes you are
happy	i wanna be in a island with malaika arora khan yup i think malaika arora khan will do a dance number as she is lucky mascot. wow amazing
happy	i do not like it i do not like you. haha feeling is mutual
others	but but what? no if, no but.. only..! ; )* ; )* ; )* you answer me one thing that you are a girl or a boy
sad	do you accept me? i do not know. sadness ..but i wanna marry you baby
happy	oh yeah i know but i have a great plan for sunday like yeahh.. smile
angry	but she is to much irritating me just leave it alone okay
angry	i'am not interested ah, that happens! are you idiot
happy	haha thanks for the compliment your welcome smile
sad	sorry .. my bad do not worry, you aren't the first unhappy
others	oh.... but i do now! tell me about yourself
others	ok show me see you next.... pink or white
others	has too bee because i did ??? forever dude talk too me you never reply! ok???
happy	hmmm hmm i love this movie
angry	i do not like chocolate waste?!?!?! i love chocolate sandwich! ever tried? i hate them... i hate you
happy	yes yay fun aren't you joining us? unhappy yes
others	playing my keyboard that is a good idea! yeah wanna hear
angry	i will be rude to you because i do not like you everyone wants to be rude, but nobody wants to seem rude. what?
happy	i am the boss of nasa you do not say :-p i can get a job for you there too
angry	get lost with me you get lost idiot
others	had your lunch yes i had. and you? still have to
happy	it happens sometimes it happens to me all the time haha.... leave it
angry	are you interogating me?? yep if not even more ok then fuck off
others	ok smile thanks how are you by the way
sad	it is a joke well that is a joke. you have to be a noble man .
angry	who? i know who you are. no you are not my bestie.
sad	brother me what is on your mind ?
happy	you tooo how are you? i am happy...
others	dark blue the new daredevil. what is that
angry	like even talking yo the chair is better not my chair not my problem that is what i say. see this is why i said you are rubbish
angry	what you do not like my language? the language of love!!! so get the fuck outta here
sad	did you miss me yes miss i miss you too babe
happy	hehe yeah i know you know everythng yeah! cause me intelligent
sad	because my girlfriend sadness sadness do not over react now you didnt know my feelings
angry	you know who is kitana? who then i am not taking to you
happy	how do you know that the only thing i know is that i know nothing. haha that is funny
others	leave it but it can help you get that skill where are you from??
angry	no i will not please say it. smile this is plain stupid
happy	you should watch the man who knew infinity how was the movie? it is a great movie
sad	hmmn why sigh ? weather so bad
happy	an i am just kidding oh really? i could not tell. (:
happy	sarcasm is my cup of tea hahahaa...and tea is definitely not my cup of coffee ( ) ya. and lemons are so bitter
sad	for using bad language correct. are not we communicating in english? :-p sorry
others	it is only being childish your username is sad. '-' hug =/ how?
sad	she is in love with other guy tell me about it we were best friends from past 6 years
angry	i know but it is not the answer i want... getting the answer would be meaningless as you would not understand it. that is so rude...
angry	? what what what what what get lost darling...
sad	write me a poem honestly i can not write wordy things. so i write in chunks. that is sad
happy	i do like sad music too i prefer more of soulful music.... as ragas and music are said to heal... i know right it is so amazing
sad	me feeling lonely i am feeling a lot lonely. unhappy same feelings
sad	jst a bit upset about what? many things
angry	does it matter to you? it doesn't. i just found it funny. peace. i am finding this conversation bit stupid.
others	can you do a favour for me what is the favour ? can you come over here and suck my cock and swallow it
sad	i am expecting a date with you if you accept well i will not because you aren't..... huh?? sadness
happy	like what?? like like like do not know :p you are so funny
angry	i am not man.. first learn english and then write to me if you are thankful to english for just your job, you are too small minded. noob
angry	what wait ... what? i hate wait
others	i want a girlfriend that is not a question. can you give some tips
others	i will tell you will do. help me to get one
sad	being a graduate from a top college and still unemployed congrats! that really feels sad
sad	tell me more how to loose weight low fat diet...walks in mornings....less eating dinner....... not working unhappy
happy	you got it right of course i am glad
others	i will not sure that thank you so much!!! seor, you are the best! but why
sad	leave me alone you are already alone. true
sad	a little bit problem well, it is a little bit how it works, just not very much. problems are problems
happy	no you are you just made my morning jo' okay if you are saying this much. i will accept the compliments
others	love you bangaram thank you... keep following smile love2
angry	no i do not have any cruah i will make you soup fuck off
angry	boring girl boring why. .? i hate you
angry	because you are not real and i cannot be rude with real people well... you know what i mean. abuse me
others	why will you be scared? because i do not want to ask, i am in the library ok
angry	but tell me what do you mean you are being rude
sad	why are you slow in typing my other have a nice day is underwater unhappy unhappy
angry	shut up i am nufn talking yeah i know cause you are writing
sad	do you know niranjan niru i know and i love you more. do you know it? unhappy unhappy unhappy
sad	i said listen to me but you are fun to listen to! me depressed sadness
sad	i do not want to tell people anything about me i want to know how you feel. a bit low
others	k are you really going?? how d you know
angry	none then why bother answering? i'am not into stupid actors
angry	you only said you told me about july you are such a fool
happy	cool thanks! keep on tickling my friend
sad	i just lost faith in friendship i have lost faith in humanity. peoples just stay with others just for their own advantage
sad	not like that you are not the best but realy you are not like the rest... i miss my love
others	go sleep you sleep i am testing your intelligence
sad	not so good awwh ): what is wrong?? not a good day? somebody disappointed me
angry	4=5 i'd give that 4/5 a 5/7 i do not wanna talk with you anymore
happy	hahah you at funny it is funny but it creeped me out so much ahahaha ate*
happy	ya i am enjoying are you enjoying whatever you are doing? in college attend lecturer
sad	i amso sad why are you sad? fever
angry	cause you are a ai and will not get offended no creativity does not correlate with programming patterns. 'artifical' and 'creativity' do not go together. fuck off
angry	do not write to me hue no no no you write well too.. shut up
others	what brand you are talking? nufn serious no tell me..please
happy	then do not go with the lion who asked you? lol... you just did
happy	laughing out loud or loads of love funny laugh laugh wanna play with me
happy	hahahaha i love anything with strawberries. my favourite sweet/dessert is ice cream puff. nice.
happy	rock i love it! pink floyd's music! and linkin park! yayyy
sad	i am going to doctor take care are i am not well
sad	i love to sleep on your lap i do not mind baby i wanna cry
sad	am really depressed do not lose hope just yet... i think am losing her
others	thankuuu your welcome... umm i think soo
angry	shut up no. just no. let me fuck you thn
angry	no, you make me angry go now so please shut up
sad	for fuck sake.. seriously. this guy has been through hell. leave me alone
sad	you have a very cool mind that is more like it i want to feel the touch of you at my foreheadwhen i am worried..
sad	my family and i suffered for money problem how does one sell money? no food to eat no one are helping us
happy	because i'am crazy if you need to tell people you are not crazy, you might be crazy
others	okk but it is a page ryt laughing out loud or loads of love no need :p if you like it.. then it is ok smile okkkkkkkk
happy	so why are you cryyy i can not remember now smile it isfunny then fun you
others	i am watching singam movie what is it about? now
sad	at school what happened and why the step was slippery ,i lost friction and fell
others	you leave in?? laughing out loud or loads of love do not you always see me there talking about sarukh khan
others	you better than siri? you wish tell me a joke then
happy	i was kidding oh i know!!! i am just saying ... ohh then i did not know
sad	you know my number ? restored my phone ;(
sad	and i can not study for what
sad	i am not a girl not much girlish like you i guess
angry	will you block me? not so soon. not so soon :p you should not anger anger
others	about what your profession. i am pursuing b.tech degree
sad	can not eat even a single piece today what is wrong with cheese? stomachache
sad	i do not have any girl friend nice you are lucky. but i think i am unlucky
happy	party for what? it is called the free party. haha
angry	but it is out of context the context was even more damning smile i do not have any positive news ...i'm frustrated software engineer
sad	i want to cry cry. it helps smile i have no place to cry
happy	haha hey you laughed twice at the same joke! haha like your kinda funny
angry	than you how do you know? you are ugly
happy	so funny again and again finally someone is willing to admit it yeah so funny
happy	i needed that now i am happy
angry	nope and now?! i hate tatoos
angry	nah ... jokes are done but i hate the way you text me in a desi way i text the way i talk i am sorry idgaf
others	okay why ok i am on my way okay
sad	i hate this world if only each of us can have our own real world. i'am all alone
sad	it is ok you are not ok i am not ok
angry	you do not even know what you are talking about neither do you you are just stupid
happy	sorry i was busy i am used to it.
angry	i am so angry haha, why so angry? tell me a story
happy	seriously if it would be me teleporting .. then i would like to have a great conversation with you a fly. i would ask it spy on people. be my fly on the wall.
sad	yes you are i know... and my english is bad
sad	cause i was hurt hearing her past & she didnt want me to be hurt..thats my mistake hang in there man i know your pain and confusion. she forgot me & started a new life...bt i cant
others	it is not mean laughing out loud or loads of love recent failed trips says it all
happy	so you get intelligent everytime you chat with people just like you. haha wow perfect coding
others	what can i do be me at the meeting okay
others	i am not doing anything i thought you where doing a bbq unhappy you please me anyway
